VerkaufsID,KundenID,ProduktID,Datum,Menge,Region,Land,Supportanfrage,Retoure,Kampagne
V01158,K0133,P007,2023-04-13,5,NRW,Deutschland,Nein,Nein,AI Everywhere
V01159,K0017,P006,2023-07-09,5,Lombardei,Italien,Nein,Nein,Printemps Tech
V01160,K0055,P002,2024-07-26,1,NRW,Deutschland,Nein,Nein,UK Launch
V01161,K0128,P005,2022-05-16,9,Katalonien,Spanien,Nein,Nein,Urban Gardening
V01162,K0002,P007,2022-05-10,6,Île-de-France,Frankreich,Nein,Nein,Frühjahr 2025
V01163,K0086,P004,2022-08-04,2,Katalonien,Spanien,Nein,Nein,Smart Home Days
V01164,K0130,P002,2022-06-11,6,Lombardei,Italien,Nein,Nein,Winter Deals
V01165,K0012,P005,2021-12-15,10,London,Großbritannien,Nein,Nein,AI Everywhere
V01166,K0108,P001,2021-06-20,7,Wien,Österreich,Nein,Nein,Urban Gardening
V01167,K0011,P003,2021-08-28,7,Bayern,Deutschland,Nein,Ja,Printemps Tech
V01168,K0143,P002,2021-12-01,1,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V01169,K0105,P005,2022-05-21,1,Berlin,Deutschland,Nein,Nein,UK Launch
V01170,K0146,P007,2025-01-11,4,NRW,Deutschland,Nein,Nein,Winter Deals
V01171,K0095,P004,2024-09-16,3,NRW,Deutschland,Nein,Nein,Summer Tech
V01172,K0143,P005,2023-08-05,5,Katalonien,Spanien,Nein,Nein,AI Everywhere
V01173,K0094,P006,2023-05-23,3,Lombardei,Italien,Nein,Nein,Urban Gardening
V01174,K0200,P007,2022-05-31,5,NRW,Deutschland,Nein,Nein,Summer Tech
V01175,K0105,P006,2021-02-01,4,Berlin,Deutschland,Nein,Ja,Printemps Tech
V01176,K0039,P003,2022-08-03,2,Nordholland,Niederlande,Nein,Nein,Business Boost
V01177,K0006,P002,2025-04-08,4,Île-de-France,Frankreich,Nein,Nein,Printemps Tech
V01178,K0108,P002,2023-07-25,9,Wien,Österreich,Nein,Nein,Frühjahr 2025
V01179,K0094,P006,2021-01-31,4,Lombardei,Italien,Nein,Nein,Summer Tech
V01180,K0178,P002,2024-06-02,5,Wien,Österreich,Ja,Nein,UK Launch
V01181,K0024,P006,2023-05-29,2,Lombardei,Italien,Nein,Nein,Spring Cleaning
V01182,K0190,P005,2023-03-06,7,London,Großbritannien,Nein,Nein,Smart Home Days
V01183,K0110,P006,2024-08-05,2,Lombardei,Italien,Nein,Nein,Spring Cleaning
V01184,K0045,P001,2025-01-18,1,Berlin,Deutschland,Ja,Nein,Summer Tech
V01185,K0139,P001,2024-07-10,2,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V01186,K0173,P002,2023-04-12,4,Lombardei,Italien,Nein,Nein,Urban Gardening
V01187,K0113,P006,2022-11-19,5,NRW,Deutschland,Ja,Nein,Spring Cleaning
V01188,K0188,P003,2021-05-14,6,Hamburg,Deutschland,Nein,Ja,Winter Deals
V01189,K0121,P003,2025-01-06,5,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01190,K0184,P001,2025-05-18,10,NRW,Deutschland,Ja,Nein,Business Boost
V01191,K0060,P001,2023-04-25,3,Île-de-France,Frankreich,Nein,Nein,AI Everywhere
V01192,K0114,P005,2023-05-13,10,Hamburg,Deutschland,Ja,Nein,Smart Home Days
V01193,K0126,P007,2022-11-19,10,London,Großbritannien,Nein,Nein,Printemps Tech
V01194,K0136,P005,2023-06-12,1,Wien,Österreich,Nein,Nein,Smart Home Days
V01195,K0062,P006,2021-06-14,6,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V01196,K0047,P003,2022-01-16,6,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V01197,K0164,P007,2023-09-21,7,Hamburg,Deutschland,Nein,Nein,Business Boost
V01198,K0154,P002,2021-12-14,5,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V01199,K0197,P003,2021-10-21,6,London,Großbritannien,Nein,Nein,Winter Deals
V01200,K0039,P003,2021-03-25,8,Nordholland,Niederlande,Ja,Ja,Business Boost
V01201,K0080,P002,2025-05-17,5,Berlin,Deutschland,Nein,Nein,Urban Gardening
V01202,K0058,P004,2023-07-06,7,Nordholland,Niederlande,Nein,Nein,Business Boost
V01203,K0157,P002,2025-05-22,2,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V01204,K0192,P005,2021-07-04,4,Berlin,Deutschland,Nein,Nein,Smart Home Days
V01205,K0185,P005,2023-12-26,3,Hamburg,Deutschland,Ja,Nein,Frühjahr 2025
V01206,K0063,P003,2023-07-05,5,Bayern,Deutschland,Nein,Nein,Printemps Tech
V01207,K0004,P002,2025-03-28,7,NRW,Deutschland,Nein,Nein,Smart Home Days
V01208,K0198,P001,2022-05-23,7,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V01209,K0075,P001,2025-04-03,2,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V01210,K0067,P007,2023-03-22,1,Nordholland,Niederlande,Nein,Nein,UK Launch
V01211,K0054,P003,2021-09-11,9,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V01212,K0101,P007,2021-11-10,4,NRW,Deutschland,Nein,Nein,Summer Tech
V01213,K0019,P006,2022-06-05,9,Berlin,Deutschland,Nein,Nein,Winter Deals
V01214,K0076,P004,2021-03-14,9,Nordholland,Niederlande,Ja,Nein,Frühjahr 2025
V01215,K0027,P005,2022-01-27,1,Berlin,Deutschland,Nein,Nein,Summer Tech
V01216,K0084,P007,2023-08-01,1,NRW,Deutschland,Nein,Nein,Printemps Tech
V01217,K0186,P007,2021-09-14,9,London,Großbritannien,Nein,Nein,AI Everywhere
V01218,K0165,P005,2024-11-11,9,Wien,Österreich,Nein,Nein,Urban Gardening
V01219,K0132,P003,2023-10-22,8,Lombardei,Italien,Nein,Nein,Business Boost
V01220,K0081,P002,2024-05-13,4,Bayern,Deutschland,Nein,Nein,UK Launch
V01221,K0122,P001,2023-08-07,5,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V01222,K0146,P006,2022-02-06,3,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01223,K0105,P004,2024-10-17,7,Berlin,Deutschland,Nein,Nein,Urban Gardening
V01224,K0111,P005,2024-03-22,8,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V01225,K0029,P002,2021-09-04,3,Nordholland,Niederlande,Nein,Nein,UK Launch
V01226,K0135,P007,2022-08-21,7,Nordholland,Niederlande,Nein,Nein,Business Boost
V01227,K0128,P005,2022-03-09,3,Katalonien,Spanien,Nein,Ja,Printemps Tech
V01228,K0019,P006,2025-05-24,5,Berlin,Deutschland,Nein,Nein,UK Launch
V01229,K0037,P005,2024-09-09,6,Berlin,Deutschland,Nein,Ja,Printemps Tech
V01230,K0016,P004,2022-03-12,7,London,Großbritannien,Nein,Nein,Summer Tech
V01231,K0093,P006,2025-06-26,7,Berlin,Deutschland,Nein,Nein,Smart Home Days
V01232,K0010,P003,2021-05-16,9,Île-de-France,Frankreich,Ja,Nein,UK Launch
V01233,K0197,P003,2025-02-12,4,London,Großbritannien,Nein,Nein,Smart Home Days
V01234,K0027,P004,2024-01-15,3,Berlin,Deutschland,Ja,Ja,Spring Cleaning
V01235,K0099,P006,2025-07-01,5,Wien,Österreich,Nein,Nein,Smart Home Days
V01236,K0116,P004,2021-08-28,6,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V01237,K0051,P006,2022-10-10,7,Île-de-France,Frankreich,Nein,Nein,Business Boost
V01238,K0142,P003,2021-01-30,2,Lombardei,Italien,Nein,Nein,Smart Home Days
V01239,K0102,P002,2024-03-25,8,NRW,Deutschland,Nein,Nein,Printemps Tech
V01240,K0179,P003,2024-04-13,10,Bayern,Deutschland,Nein,Nein,Smart Home Days
V01241,K0191,P002,2024-10-12,8,Hamburg,Deutschland,Nein,Nein,Business Boost
V01242,K0173,P002,2024-02-25,9,Lombardei,Italien,Ja,Nein,Business Boost
V01243,K0048,P001,2024-02-06,10,Wien,Österreich,Nein,Ja,Summer Tech
V01244,K0121,P007,2024-11-28,1,NRW,Deutschland,Nein,Nein,Winter Deals
V01245,K0175,P005,2021-05-29,6,NRW,Deutschland,Nein,Ja,Smart Home Days
V01246,K0089,P006,2023-06-13,2,NRW,Deutschland,Nein,Nein,Urban Gardening
V01247,K0174,P007,2025-05-15,1,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V01248,K0111,P007,2025-04-19,8,Île-de-France,Frankreich,Nein,Nein,Spring Cleaning
V01249,K0075,P005,2023-04-19,2,Katalonien,Spanien,Nein,Nein,UK Launch
V01250,K0136,P002,2023-03-23,5,Wien,Österreich,Ja,Nein,Business Boost
V01251,K0089,P006,2024-05-09,1,NRW,Deutschland,Nein,Nein,Printemps Tech
V01252,K0078,P001,2021-08-25,6,Hamburg,Deutschland,Nein,Nein,Summer Tech
V01253,K0122,P003,2023-03-16,6,Lombardei,Italien,Nein,Nein,Summer Tech
V01254,K0109,P007,2022-01-27,2,NRW,Deutschland,Nein,Nein,Spring Cleaning
V01255,K0024,P005,2024-02-04,6,Lombardei,Italien,Ja,Nein,UK Launch
V01256,K0007,P002,2024-06-08,5,NRW,Deutschland,Nein,Nein,UK Launch
V01257,K0061,P005,2025-06-22,5,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V01258,K0150,P004,2023-12-27,8,Bayern,Deutschland,Ja,Nein,Urban Gardening
V01259,K0001,P001,2022-07-04,10,Bayern,Deutschland,Nein,Nein,Urban Gardening
V01260,K0086,P003,2024-03-05,4,Katalonien,Spanien,Ja,Nein,Urban Gardening
V01261,K0049,P004,2023-03-22,1,London,Großbritannien,Nein,Nein,Summer Tech
V01262,K0074,P005,2023-03-29,4,NRW,Deutschland,Nein,Ja,Spring Cleaning
V01263,K0186,P004,2021-09-01,3,London,Großbritannien,Nein,Nein,UK Launch
V01264,K0054,P006,2021-11-05,9,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V01265,K0127,P004,2024-07-07,5,Wien,Österreich,Nein,Nein,Urban Gardening
V01266,K0096,P001,2021-06-29,9,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01267,K0182,P002,2024-11-23,4,Berlin,Deutschland,Ja,Ja,Smart Home Days
V01268,K0036,P006,2025-05-05,9,Île-de-France,Frankreich,Ja,Nein,Winter Deals
V01269,K0059,P003,2021-07-14,4,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V01270,K0141,P006,2022-04-06,7,Wien,Österreich,Nein,Nein,Urban Gardening
V01271,K0009,P007,2021-10-17,2,Berlin,Deutschland,Ja,Nein,Urban Gardening
V01272,K0165,P003,2023-09-18,1,Wien,Österreich,Ja,Nein,UK Launch
V01273,K0187,P003,2022-10-19,6,London,Großbritannien,Nein,Nein,UK Launch
V01274,K0153,P006,2021-05-14,1,Lombardei,Italien,Nein,Nein,Urban Gardening
V01275,K0009,P002,2023-09-26,9,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V01276,K0183,P001,2024-12-30,3,Lombardei,Italien,Nein,Nein,AI Everywhere
V01277,K0199,P007,2022-02-16,7,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V01278,K0095,P001,2021-01-30,6,NRW,Deutschland,Nein,Nein,Business Boost
V01279,K0122,P003,2023-02-05,5,Lombardei,Italien,Nein,Nein,Smart Home Days
V01280,K0028,P004,2024-05-10,2,London,Großbritannien,Ja,Nein,Smart Home Days
V01281,K0118,P003,2024-06-14,9,Lombardei,Italien,Nein,Nein,Winter Deals
V01282,K0081,P005,2025-05-19,2,Bayern,Deutschland,Nein,Ja,UK Launch
V01283,K0090,P005,2021-01-17,9,Hamburg,Deutschland,Ja,Ja,Smart Home Days
V01284,K0137,P001,2024-10-18,9,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V01285,K0030,P004,2025-02-23,1,Île-de-France,Frankreich,Ja,Nein,Winter Deals
V01286,K0029,P002,2024-07-15,6,Nordholland,Niederlande,Nein,Nein,Business Boost
V01287,K0088,P003,2022-03-02,9,Lombardei,Italien,Nein,Nein,Smart Home Days
V01288,K0149,P001,2023-02-10,10,Lombardei,Italien,Nein,Nein,UK Launch
V01289,K0035,P004,2024-05-08,5,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V01290,K0055,P005,2022-07-10,2,NRW,Deutschland,Nein,Ja,UK Launch
V01291,K0113,P006,2025-01-25,3,NRW,Deutschland,Nein,Ja,Winter Deals
V01292,K0007,P003,2024-09-20,8,NRW,Deutschland,Nein,Nein,Smart Home Days
V01293,K0016,P007,2021-05-24,6,London,Großbritannien,Nein,Nein,AI Everywhere
V01294,K0074,P005,2022-05-05,9,NRW,Deutschland,Nein,Nein,Spring Cleaning
V01295,K0029,P003,2021-01-08,4,Nordholland,Niederlande,Nein,Nein,Winter Deals
V01296,K0129,P001,2022-06-13,1,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V01297,K0056,P005,2025-01-12,2,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V01298,K0011,P005,2022-11-21,2,Bayern,Deutschland,Nein,Nein,Urban Gardening
V01299,K0168,P005,2021-03-20,3,Nordholland,Niederlande,Nein,Nein,Business Boost
V01300,K0129,P001,2022-09-25,7,Hamburg,Deutschland,Nein,Nein,Summer Tech
V01301,K0008,P006,2024-02-26,5,Bayern,Deutschland,Nein,Nein,Printemps Tech
V01302,K0136,P006,2024-09-02,4,Wien,Österreich,Ja,Nein,Frühjahr 2025
V01303,K0093,P003,2021-11-29,10,Berlin,Deutschland,Nein,Nein,Business Boost
V01304,K0097,P002,2024-01-10,3,Lombardei,Italien,Nein,Nein,Spring Cleaning
V01305,K0037,P002,2024-12-27,6,Berlin,Deutschland,Ja,Nein,AI Everywhere
V01306,K0083,P007,2021-10-26,1,London,Großbritannien,Nein,Nein,Winter Deals
V01307,K0147,P002,2021-02-03,3,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V01308,K0129,P004,2024-02-13,8,Hamburg,Deutschland,Nein,Nein,Winter Deals
V01309,K0178,P004,2021-01-29,2,Wien,Österreich,Ja,Nein,Printemps Tech
V01310,K0108,P004,2022-02-01,9,Wien,Österreich,Nein,Nein,Urban Gardening
V01311,K0062,P003,2022-07-05,2,Bayern,Deutschland,Ja,Nein,Spring Cleaning
V01312,K0042,P003,2024-11-19,8,Hamburg,Deutschland,Nein,Nein,Urban Gardening
V01313,K0030,P003,2023-03-02,4,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V01314,K0067,P001,2021-08-09,9,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V01315,K0001,P006,2024-11-24,10,Bayern,Deutschland,Nein,Nein,Summer Tech
V01316,K0041,P002,2021-04-23,6,Wien,Österreich,Ja,Nein,AI Everywhere
V01317,K0166,P001,2022-04-09,7,Hamburg,Deutschland,Nein,Nein,Winter Deals
V01318,K0190,P007,2024-04-12,7,London,Großbritannien,Nein,Nein,Urban Gardening
V01319,K0143,P001,2022-12-17,4,Katalonien,Spanien,Ja,Nein,Spring Cleaning
V01320,K0015,P001,2023-08-03,8,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V01321,K0107,P002,2025-04-10,7,Lombardei,Italien,Nein,Nein,Business Boost
V01322,K0071,P006,2024-11-09,4,NRW,Deutschland,Nein,Ja,AI Everywhere
V01323,K0190,P007,2023-09-05,5,London,Großbritannien,Nein,Nein,Winter Deals
V01324,K0170,P001,2021-06-12,3,Île-de-France,Frankreich,Nein,Ja,Smart Home Days
V01325,K0146,P004,2022-10-16,3,NRW,Deutschland,Nein,Nein,Smart Home Days
V01326,K0109,P006,2023-01-14,1,NRW,Deutschland,Nein,Nein,Smart Home Days
V01327,K0188,P001,2025-01-04,9,Hamburg,Deutschland,Nein,Nein,Urban Gardening
V01328,K0015,P006,2021-12-07,5,Île-de-France,Frankreich,Nein,Nein,Business Boost
V01329,K0186,P007,2022-01-02,7,London,Großbritannien,Ja,Nein,Frühjahr 2025
V01330,K0036,P003,2023-02-12,1,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V01331,K0074,P001,2022-10-20,1,NRW,Deutschland,Ja,Nein,Business Boost
V01332,K0031,P001,2022-06-06,2,Wien,Österreich,Nein,Nein,Printemps Tech
V01333,K0084,P006,2022-08-28,3,NRW,Deutschland,Nein,Ja,Winter Deals
V01334,K0178,P007,2021-06-16,1,Wien,Österreich,Ja,Nein,AI Everywhere
V01335,K0059,P007,2021-03-13,5,Nordholland,Niederlande,Nein,Nein,Smart Home Days
V01336,K0097,P004,2021-10-11,5,Lombardei,Italien,Nein,Nein,Smart Home Days
V01337,K0198,P007,2022-12-06,3,Lombardei,Italien,Ja,Nein,UK Launch
V01338,K0165,P006,2022-06-19,1,Wien,Österreich,Nein,Nein,Printemps Tech
V01339,K0082,P001,2024-08-27,8,Berlin,Deutschland,Ja,Nein,UK Launch
V01340,K0171,P002,2023-03-14,7,NRW,Deutschland,Nein,Nein,Winter Deals
V01341,K0102,P002,2021-09-05,7,NRW,Deutschland,Nein,Nein,UK Launch
V01342,K0076,P006,2021-05-18,2,Nordholland,Niederlande,Nein,Nein,Smart Home Days
V01343,K0065,P007,2024-04-19,7,Berlin,Deutschland,Ja,Nein,Business Boost
V01344,K0166,P002,2022-12-26,2,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V01345,K0186,P003,2022-01-30,9,London,Großbritannien,Nein,Nein,UK Launch
V01346,K0121,P006,2024-04-10,6,NRW,Deutschland,Nein,Nein,Smart Home Days
V01347,K0061,P004,2025-03-01,8,Hamburg,Deutschland,Ja,Nein,Smart Home Days
V01348,K0160,P003,2022-03-05,4,Wien,Österreich,Nein,Nein,AI Everywhere
V01349,K0148,P003,2025-06-10,4,London,Großbritannien,Nein,Nein,Winter Deals
V01350,K0039,P004,2022-01-01,1,Nordholland,Niederlande,Nein,Nein,Summer Tech
V01351,K0051,P003,2024-09-19,5,Île-de-France,Frankreich,Nein,Nein,Business Boost
V01352,K0054,P005,2022-03-19,10,Hamburg,Deutschland,Nein,Ja,AI Everywhere
V01353,K0081,P004,2021-11-17,2,Bayern,Deutschland,Nein,Ja,AI Everywhere
V01354,K0110,P003,2023-09-19,1,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V01355,K0079,P004,2022-04-24,4,London,Großbritannien,Nein,Nein,Urban Gardening
V01356,K0098,P001,2024-01-01,1,Lombardei,Italien,Nein,Nein,UK Launch
V01357,K0118,P007,2022-06-15,9,Lombardei,Italien,Nein,Nein,Smart Home Days
V01358,K0041,P001,2025-01-15,1,Wien,Österreich,Nein,Nein,Urban Gardening
V01359,K0003,P003,2021-11-30,6,London,Großbritannien,Nein,Nein,Urban Gardening
V01360,K0117,P003,2021-04-17,6,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01361,K0132,P002,2024-03-22,9,Lombardei,Italien,Ja,Nein,UK Launch
V01362,K0137,P006,2022-11-23,10,Hamburg,Deutschland,Ja,Nein,Summer Tech
V01363,K0047,P002,2023-05-13,7,Bayern,Deutschland,Nein,Nein,UK Launch
V01364,K0034,P002,2025-07-01,6,London,Großbritannien,Nein,Nein,UK Launch
V01365,K0027,P004,2024-03-04,4,Berlin,Deutschland,Nein,Nein,Winter Deals
V01366,K0005,P003,2025-04-30,4,Berlin,Deutschland,Nein,Nein,Printemps Tech
V01367,K0107,P004,2022-11-27,1,Lombardei,Italien,Nein,Nein,Urban Gardening
V01368,K0013,P003,2022-06-22,4,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V01369,K0064,P001,2024-06-07,1,Katalonien,Spanien,Nein,Nein,Printemps Tech
V01370,K0029,P001,2023-11-23,2,Nordholland,Niederlande,Nein,Nein,Printemps Tech
V01371,K0122,P003,2021-01-06,3,Lombardei,Italien,Nein,Nein,AI Everywhere
V01372,K0117,P001,2022-04-07,8,NRW,Deutschland,Nein,Nein,Urban Gardening
V01373,K0127,P001,2022-12-23,2,Wien,Österreich,Nein,Nein,AI Everywhere
V01374,K0034,P006,2025-04-01,1,London,Großbritannien,Nein,Nein,Urban Gardening
V01375,K0008,P006,2023-08-19,7,Bayern,Deutschland,Nein,Nein,UK Launch
V01376,K0066,P005,2021-06-02,7,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V01377,K0009,P004,2023-01-30,3,Berlin,Deutschland,Nein,Nein,Smart Home Days
V01378,K0117,P005,2022-02-17,6,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01379,K0080,P007,2025-06-30,4,Berlin,Deutschland,Nein,Ja,Business Boost
V01380,K0072,P006,2024-05-03,6,London,Großbritannien,Ja,Nein,UK Launch
V01381,K0124,P004,2024-10-25,7,Île-de-France,Frankreich,Ja,Nein,Urban Gardening
V01382,K0040,P005,2021-09-18,6,Berlin,Deutschland,Ja,Nein,Smart Home Days
V01383,K0016,P005,2022-05-21,4,London,Großbritannien,Nein,Nein,Printemps Tech
V01384,K0054,P007,2024-04-10,1,Hamburg,Deutschland,Nein,Nein,Winter Deals
V01385,K0114,P004,2024-08-21,8,Hamburg,Deutschland,Ja,Ja,Smart Home Days
V01386,K0065,P005,2021-01-13,3,Berlin,Deutschland,Nein,Nein,Summer Tech
V01387,K0143,P007,2023-10-29,7,Katalonien,Spanien,Nein,Ja,Smart Home Days
V01388,K0008,P004,2023-11-09,5,Bayern,Deutschland,Nein,Nein,Printemps Tech
V01389,K0083,P001,2022-05-08,9,London,Großbritannien,Nein,Nein,Printemps Tech
V01390,K0157,P001,2021-08-12,4,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V01391,K0081,P001,2021-12-25,5,Bayern,Deutschland,Nein,Nein,Business Boost
V01392,K0152,P004,2022-06-13,6,Hamburg,Deutschland,Nein,Ja,Smart Home Days
V01393,K0053,P001,2025-05-15,1,London,Großbritannien,Ja,Nein,Summer Tech
V01394,K0054,P002,2022-12-14,1,Hamburg,Deutschland,Ja,Nein,Summer Tech
V01395,K0006,P003,2024-03-08,10,Île-de-France,Frankreich,Ja,Nein,Winter Deals
V01396,K0113,P003,2021-03-19,1,NRW,Deutschland,Ja,Nein,Frühjahr 2025
V01397,K0085,P002,2022-12-14,2,NRW,Deutschland,Nein,Nein,UK Launch
V01398,K0156,P003,2023-04-13,3,Katalonien,Spanien,Nein,Nein,Smart Home Days
V01399,K0163,P003,2025-04-23,2,London,Großbritannien,Nein,Nein,Frühjahr 2025
V01400,K0033,P004,2023-08-30,1,Berlin,Deutschland,Nein,Nein,Business Boost
V01401,K0036,P007,2024-05-24,1,Île-de-France,Frankreich,Nein,Nein,Business Boost
V01402,K0027,P004,2023-09-18,6,Berlin,Deutschland,Nein,Nein,Spring Cleaning
V01403,K0086,P005,2023-12-28,9,Katalonien,Spanien,Ja,Nein,AI Everywhere
V01404,K0027,P004,2025-03-04,2,Berlin,Deutschland,Nein,Nein,UK Launch
V01405,K0133,P005,2024-05-22,1,NRW,Deutschland,Nein,Nein,Urban Gardening
V01406,K0007,P002,2023-12-01,10,NRW,Deutschland,Nein,Nein,AI Everywhere
V01407,K0053,P003,2021-10-23,9,London,Großbritannien,Nein,Ja,Urban Gardening
V01408,K0010,P003,2025-01-22,8,Île-de-France,Frankreich,Nein,Nein,Spring Cleaning
V01409,K0082,P006,2024-05-04,8,Berlin,Deutschland,Nein,Nein,AI Everywhere
V01410,K0130,P001,2023-07-18,4,Lombardei,Italien,Nein,Ja,Printemps Tech
V01411,K0112,P006,2021-11-23,3,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V01412,K0121,P007,2021-12-24,5,NRW,Deutschland,Ja,Nein,UK Launch
V01413,K0020,P006,2021-06-27,9,Hamburg,Deutschland,Nein,Nein,Business Boost
V01414,K0184,P004,2021-02-14,1,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01415,K0021,P003,2024-11-19,9,Berlin,Deutschland,Nein,Ja,Business Boost
V01416,K0194,P005,2022-06-17,10,Bayern,Deutschland,Nein,Nein,Urban Gardening
V01417,K0063,P004,2025-02-11,9,Bayern,Deutschland,Nein,Nein,AI Everywhere
V01418,K0164,P002,2025-04-13,2,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V01419,K0033,P001,2021-02-23,5,Berlin,Deutschland,Nein,Nein,Smart Home Days
V01420,K0172,P001,2021-08-13,3,Nordholland,Niederlande,Ja,Nein,Frühjahr 2025
V01421,K0068,P001,2022-12-03,10,Katalonien,Spanien,Nein,Nein,Summer Tech
V01422,K0184,P003,2024-07-12,1,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V01423,K0106,P003,2021-09-14,8,London,Großbritannien,Nein,Nein,Smart Home Days
V01424,K0087,P002,2021-03-05,2,NRW,Deutschland,Nein,Nein,Winter Deals
V01425,K0156,P003,2022-03-09,10,Katalonien,Spanien,Nein,Nein,Summer Tech
V01426,K0170,P003,2023-01-31,3,Île-de-France,Frankreich,Ja,Nein,Urban Gardening
V01427,K0140,P002,2022-08-25,2,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V01428,K0023,P007,2023-06-23,4,Katalonien,Spanien,Ja,Nein,Summer Tech
V01429,K0132,P002,2022-10-20,2,Lombardei,Italien,Nein,Nein,Urban Gardening
V01430,K0116,P006,2022-01-03,2,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V01431,K0064,P002,2025-05-18,4,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V01432,K0175,P004,2023-04-14,2,NRW,Deutschland,Nein,Ja,Smart Home Days
V01433,K0133,P004,2021-10-21,5,NRW,Deutschland,Ja,Nein,Business Boost
V01434,K0145,P007,2021-04-01,9,Hamburg,Deutschland,Nein,Nein,Business Boost
V01435,K0095,P007,2022-12-23,10,NRW,Deutschland,Nein,Nein,Smart Home Days
V01436,K0032,P007,2022-01-21,9,London,Großbritannien,Nein,Nein,Summer Tech
V01437,K0065,P007,2021-10-07,6,Berlin,Deutschland,Nein,Nein,Winter Deals
V01438,K0043,P006,2021-07-03,1,Lombardei,Italien,Nein,Nein,Spring Cleaning
V01439,K0166,P006,2022-10-06,7,Hamburg,Deutschland,Ja,Nein,Spring Cleaning
V01440,K0194,P006,2021-03-28,10,Bayern,Deutschland,Nein,Ja,AI Everywhere
V01441,K0129,P001,2021-01-17,6,Hamburg,Deutschland,Nein,Nein,Business Boost
V01442,K0029,P002,2022-09-09,2,Nordholland,Niederlande,Ja,Nein,Spring Cleaning
V01443,K0188,P004,2021-10-12,4,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V01444,K0179,P007,2025-02-19,8,Bayern,Deutschland,Ja,Nein,AI Everywhere
V01445,K0100,P002,2024-11-23,3,Katalonien,Spanien,Nein,Nein,Smart Home Days
V01446,K0135,P002,2023-05-25,9,Nordholland,Niederlande,Nein,Ja,Business Boost
V01447,K0189,P003,2022-02-14,8,Katalonien,Spanien,Nein,Nein,UK Launch
V01448,K0099,P004,2024-02-24,10,Wien,Österreich,Nein,Nein,Business Boost
V01449,K0112,P003,2021-07-11,3,Katalonien,Spanien,Nein,Nein,Business Boost
V01450,K0087,P004,2021-10-12,1,NRW,Deutschland,Nein,Nein,Smart Home Days
V01451,K0006,P003,2023-02-10,9,Île-de-France,Frankreich,Nein,Nein,UK Launch
V01452,K0033,P007,2023-01-23,10,Berlin,Deutschland,Nein,Nein,AI Everywhere
V01453,K0095,P007,2021-01-28,6,NRW,Deutschland,Ja,Nein,Spring Cleaning
V01454,K0088,P002,2024-03-30,4,Lombardei,Italien,Ja,Nein,Urban Gardening
V01455,K0103,P002,2022-11-19,3,Île-de-France,Frankreich,Nein,Ja,Spring Cleaning
V01456,K0014,P003,2021-08-14,9,Wien,Österreich,Nein,Nein,UK Launch
V01457,K0124,P005,2021-04-24,5,Île-de-France,Frankreich,Nein,Nein,Printemps Tech
